Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,No,16,Yes,DSL,No,No,Yes,One year,Yes,Bank transfer,80.41,1265.22,0
Male,0,Yes,Yes,12,Yes,Fiber optic,No,No,No,Two year,No,Electronic check,86.13,1006.99,0
Female,0,Yes,No,55,Yes,DSL,No,Yes,Yes,Month-to-month,No,Electronic check,42.15,2439.55,0
Male,1,No,No,51,No,DSL,No,Yes,Yes,One year,Yes,Bank transfer,63.35,3167.14,0
Female,0,No,No,39,Yes,No,No,No,Yes,One year,Yes,Credit card,82.59,3181.38,0
Female,0,No,Yes,33,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Electronic check,82.93,2708.91,1
Male,0,No,No,33,Yes,Fiber optic,No,No,No,Two year,Yes,Credit card,98.77,3236.81,0
Female,0,Yes,No,29,Yes,DSL,Yes,No,No,One year,No,Credit card,47.28,1421.11,0
Female,1,Yes,No,69,Yes,Fiber optic,No,Yes,No,Two year,Yes,Bank transfer,96.57,6650.61,0
Female,0,Yes,Yes,70,Yes,No,No,Yes,Yes,One year,Yes,Credit card,62.9,4336.79,0
Female,1,Yes,No,31,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer,86.36,2748.71,1
Female,0,Yes,No,31,No,No,No,No,No,One year,No,Electronic check,64.48,2012.06,0
Male,1,Yes,No,46,Yes,No,No,No,No,Month-to-month,No,Mailed check,114.76,5299.99,0
Female,0,Yes,No,52,Yes,DSL,Yes,No,No,One year,No,Mailed check,36.29,1919.62,0
Male,0,Yes,No,10,Yes,DSL,No,Yes,No,One year,No,Mailed check,86.85,806.9,0
Female,0,Yes,No,41,Yes,No,No,No,Yes,Two year,Yes,Mailed check,76.81,3148.87,0
Male,0,Yes,Yes,3,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Mailed check,35.62,147.92,0
Male,0,No,No,59,Yes,DSL,Yes,No,No,Month-to-month,No,Mailed check,24.73,1427.06,0
Female,0,No,Yes,52,Yes,DSL,No,No,No,Month-to-month,No,Credit card,99.51,5189.85,0
Female,0,No,No,34,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card,34.06,1185.22,0
Female,0,Yes,Yes,49,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,37.02,1740.98,0
Male,0,Yes,No,28,Yes,DSL,No,No,No,Two year,Yes,Electronic check,117.8,3246.78,0
Female,0,No,Yes,13,Yes,DSL,Yes,No,Yes,One year,No,Electronic check,91.16,1070.84,0
Male,0,Yes,No,69,Yes,No,No,No,Yes,Two year,Yes,Credit card,43.55,3016.29,0
Male,0,Yes,No,67,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Credit card,78.28,5339.01,1
Male,0,Yes,Yes,61,Yes,Fiber optic,No,No,No,Month-to-month,No,Mailed check,72.48,4386.67,0
Female,0,Yes,Yes,60,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,104.14,6238.77,0
Female,0,Yes,Yes,71,Yes,Fiber optic,No,Yes,Yes,Two year,Yes,Bank transfer,92.39,6610.36,0
Male,0,Yes,No,24,Yes,Fiber optic,No,Yes,No,One year,Yes,Mailed check,102.84,2481.45,0
Male,0,No,No,63,Yes,Fiber optic,No,Yes,Yes,One year,Yes,Credit card,39.57,2444.23,1
Female,0,Yes,No,61,Yes,DSL,No,No,No,Month-to-month,Yes,Credit card,83.3,5157.62,0
Male,0,Yes,Yes,23,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Credit card,22.1,518.17,1
Female,0,No,No,30,Yes,Fiber optic,Yes,No,No,Two year,Yes,Bank transfer,25.03,739.29,0
Male,0,Yes,No,60,Yes,No,No,No,No,Month-to-month,No,Electronic check,90.78,5439.33,1
Female,0,Yes,No,18,Yes,Fiber optic,No,Yes,No,One year,No,Credit card,20.49,398.36,0
Male,1,No,No,56,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,77.14,4289.17,0
Female,0,Yes,Yes,53,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,103.72,5575.74,0
Male,0,Yes,Yes,7,Yes,DSL,Yes,No,Yes,One year,No,Electronic check,56.75,460.18,0
Female,0,No,Yes,69,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,22.57,1557.75,0
Female,0,Yes,Yes,52,Yes,Fiber optic,No,No,No,One year,Yes,Mailed check,90.81,4725.2,0
Male,0,No,Yes,4,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer,112.83,409.02,0
Male,1,No,Yes,34,Yes,Fiber optic,No,No,No,Month-to-month,No,Bank transfer,91.15,3067.23,0
Female,0,Yes,No,69,Yes,Fiber optic,No,No,Yes,One year,Yes,Bank transfer,77.0,5256.23,1
Male,0,No,No,33,Yes,Fiber optic,No,No,No,One year,No,Credit card,41.46,1357.98,0
Female,1,No,No,69,Yes,DSL,No,No,No,Month-to-month,No,Electronic check,19.57,1353.45,1
Male,0,Yes,No,38,Yes,DSL,No,Yes,Yes,One year,No,Credit card,88.86,3297.18,0
Female,0,No,No,26,Yes,Fiber optic,Yes,No,No,One year,Yes,Bank transfer,41.56,1115.01,0
Female,0,Yes,Yes,1,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Bank transfer,105.53,61.99,1
Female,0,No,No,4,Yes,Fiber optic,No,Yes,Yes,Two year,Yes,Bank transfer,65.57,282.87,0
Female,0,Yes,Yes,39,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Credit card,72.12,2853.04,0
Female,1,Yes,No,54,Yes,DSL,No,No,Yes,Two year,Yes,Mailed check,94.9,5189.95,0
Female,0,Yes,No,33,Yes,Fiber optic,No,No,No,Two year,Yes,Bank transfer,97.5,3272.35,0
Male,0,No,No,33,No,DSL,No,Yes,No,Month-to-month,No,Credit card,83.55,2839.98,0
Male,0,Yes,Yes,20,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,113.72,2315.17,0
Male,0,Yes,Yes,16,Yes,No,No,No,No,Month-to-month,Yes,Credit card,118.19,1899.43,1
Female,0,Yes,No,21,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Electronic check,114.58,2382.55,1
Female,0,No,Yes,45,No,DSL,Yes,Yes,No,Two year,No,Electronic check,102.07,4587.18,0
Female,0,No,No,62,No,DSL,No,No,No,One year,Yes,Credit card,89.97,5659.61,0
Female,0,No,No,31,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Bank transfer,85.66,2645.57,1
Male,0,No,No,42,Yes,Fiber optic,No,No,No,One year,No,Credit card,28.58,1200.1,0
Male,0,No,No,12,Yes,No,Yes,No,No,Two year,No,Electronic check,45.69,622.09,0
Female,0,Yes,No,65,Yes,DSL,Yes,No,No,One year,Yes,Credit card,18.58,1196.03,0
Male,0,No,Yes,3,Yes,Fiber optic,No,No,Yes,One year,No,Electronic check,32.02,56.32,1
Male,0,No,No,9,Yes,Fiber optic,No,No,No,One year,Yes,Electronic check,62.8,621.86,0
Female,1,No,No,51,Yes,DSL,Yes,No,Yes,Month-to-month,No,Mailed check,32.95,1639.07,0
Male,0,No,No,16,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Bank transfer,109.97,1779.71,0
Female,0,Yes,Yes,3,Yes,DSL,No,No,No,One year,Yes,Credit card,100.18,311.98,0
Male,0,Yes,No,24,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Bank transfer,25.3,622.99,0
Female,0,No,No,13,Yes,No,No,No,Yes,One year,Yes,Bank transfer,43.39,443.08,0
Female,0,No,No,2,Yes,Fiber optic,No,Yes,No,One year,Yes,Electronic check,101.55,242.12,0
Female,0,No,No,71,Yes,No,Yes,No,No,One year,Yes,Electronic check,99.91,7090.64,0
Female,0,No,Yes,21,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Credit card,114.44,2434.05,1
Male,0,No,No,19,Yes,DSL,No,No,Yes,Month-to-month,No,Credit card,119.75,2300.29,0
Female,0,Yes,No,47,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Credit card,117.58,5542.06,1
Female,0,No,No,22,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Electronic check,59.83,1296.4,1
Female,1,Yes,No,33,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Mailed check,43.53,1417.18,1
Male,0,Yes,Yes,32,Yes,DSL,Yes,No,Yes,One year,No,Credit card,95.36,3048.81,0
Female,0,Yes,No,64,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Electronic check,48.53,3114.49,1
Male,0,No,No,39,Yes,DSL,Yes,No,Yes,Month-to-month,No,Mailed check,100.25,3888.55,0
Female,0,Yes,No,42,Yes,DSL,Yes,No,Yes,Month-to-month,No,Bank transfer,72.46,3090.47,0
Male,0,Yes,No,9,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,98.98,874.43,1
Male,0,No,No,25,Yes,DSL,No,No,No,Month-to-month,Yes,Credit card,46.14,1104.51,0
Female,1,Yes,No,2,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card,69.82,169.4,0
Male,0,No,Yes,19,Yes,Fiber optic,No,No,No,Two year,No,Mailed check,75.53,1529.13,0
Female,0,No,No,20,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Mailed check,114.2,2225.62,1
Female,0,No,No,70,Yes,Fiber optic,No,No,No,One year,Yes,Electronic check,45.19,3157.03,1
Female,0,No,No,17,No,Fiber optic,No,No,No,Two year,No,Mailed check,113.54,1983.38,0
Male,0,Yes,No,68,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Electronic check,100.1,6835.29,0
Male,0,No,No,3,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,92.55,308.71,0
Female,0,Yes,No,51,Yes,Fiber optic,No,No,No,Month-to-month,No,Bank transfer,98.26,5012.78,0
Female,1,No,No,26,No,No,No,No,Yes,Month-to-month,Yes,Credit card,79.75,1940.6,0
Male,0,Yes,Yes,56,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Credit card,42.9,2415.29,1
Female,0,No,No,64,Yes,DSL,No,No,Yes,Month-to-month,Yes,Bank transfer,37.33,2407.79,1
Female,0,Yes,Yes,8,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Credit card,106.37,907.25,0
Female,0,Yes,No,37,Yes,DSL,Yes,No,No,Month-to-month,Yes,Credit card,91.96,3364.97,0
Male,0,Yes,Yes,27,Yes,Fiber optic,No,Yes,Yes,One year,Yes,Credit card,39.75,1157.39,0
Male,0,Yes,No,45,Yes,DSL,Yes,No,No,Two year,No,Credit card,80.74,3617.78,0
Male,0,No,No,4,Yes,Fiber optic,No,No,No,Month-to-month,No,Bank transfer,63.65,230.47,0
Female,0,Yes,No,37,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,34.18,1228.62,0
Female,0,No,No,71,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card,72.25,5182.07,1
Female,0,No,No,33,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,46.71,1486.63,0
Male,1,No,Yes,31,Yes,Fiber optic,No,Yes,No,One year,Yes,Credit card,27.82,894.02,0
Female,0,Yes,No,55,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer,65.63,3569.27,1
Female,0,Yes,No,12,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer,78.19,936.07,1
Female,0,No,Yes,11,Yes,No,No,No,No,One year,Yes,Electronic check,22.78,174.35,0
Female,0,Yes,No,32,Yes,No,No,Yes,No,Two year,Yes,Mailed check,59.01,1927.59,0
Male,0,Yes,No,57,Yes,DSL,No,No,No,Month-to-month,Yes,Electronic check,44.28,2516.46,0
Male,1,No,No,38,Yes,Fiber optic,No,Yes,No,One year,Yes,Electronic check,21.13,830.81,0
Female,0,No,Yes,60,Yes,DSL,No,No,No,Month-to-month,No,Credit card,30.82,1840.25,0
Male,0,No,No,19,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Bank transfer,32.18,637.81,1
Male,0,Yes,Yes,56,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Mailed check,36.65,2050.09,0
Female,0,No,Yes,14,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,99.94,1436.19,0
Female,0,Yes,No,33,No,No,No,No,Yes,Two year,No,Credit card,62.83,2100.08,0
Male,0,Yes,No,10,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer,33.0,339.81,0
Female,1,No,No,64,Yes,DSL,No,No,Yes,Month-to-month,No,Credit card,28.23,1761.71,1
Male,0,Yes,Yes,64,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,48.39,3075.09,0
Female,0,Yes,No,62,Yes,DSL,No,No,No,Month-to-month,No,Electronic check,99.4,6124.19,0
Male,0,Yes,No,68,Yes,Fiber optic,No,Yes,Yes,One year,No,Credit card,55.17,3822.99,0
Female,0,No,No,43,Yes,DSL,No,No,No,Month-to-month,Yes,Electronic check,34.31,1514.35,1
Male,0,No,No,59,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Bank transfer,59.22,3495.87,1
Male,0,No,Yes,52,Yes,No,No,Yes,Yes,One year,No,Mailed check,74.64,3853.17,0
Male,0,No,No,19,Yes,DSL,No,No,No,Month-to-month,Yes,Mailed check,21.02,359.89,0
Female,0,Yes,No,21,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Bank transfer,82.02,1728.54,0
Male,0,Yes,Yes,22,Yes,DSL,Yes,Yes,No,Month-to-month,No,Mailed check,58.3,1374.76,0
Male,0,Yes,Yes,9,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer,18.99,171.21,0
Female,1,Yes,Yes,9,Yes,No,Yes,No,No,Month-to-month,No,Credit card,86.74,840.76,1
Female,0,No,Yes,27,Yes,DSL,No,Yes,Yes,Month-to-month,No,Mailed check,90.66,2461.6,1
Male,0,No,No,17,Yes,DSL,Yes,No,Yes,One year,No,Credit card,82.14,1424.51,1
Male,0,Yes,No,44,Yes,Fiber optic,No,No,No,One year,No,Credit card,52.88,2302.92,0
Female,1,Yes,Yes,45,Yes,DSL,No,No,Yes,One year,Yes,Bank transfer,72.02,3231.05,0
Female,1,Yes,Yes,8,Yes,Fiber optic,No,No,No,Two year,Yes,Mailed check,57.49,418.38,0
Female,0,Yes,No,18,No,DSL,No,No,No,Month-to-month,No,Electronic check,89.46,1625.51,1
Female,1,No,No,33,No,DSL,No,No,No,Two year,Yes,Electronic check,77.53,2546.32,1
Female,0,Yes,No,1,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,26.34,44.33,1
Male,0,Yes,No,6,Yes,DSL,Yes,No,No,Month-to-month,No,Electronic check,83.6,452.34,0
Female,0,No,No,41,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,88.1,3634.89,0
Male,0,Yes,Yes,55,Yes,DSL,Yes,Yes,No,Month-to-month,Yes,Credit card,55.81,3078.0,0
Male,0,No,Yes,5,Yes,DSL,No,No,Yes,Two year,Yes,Mailed check,107.33,543.49,0
Male,0,Yes,No,59,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer,103.99,6154.88,0
Female,0,No,No,18,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Electronic check,35.87,633.78,0
Male,0,No,No,49,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Mailed check,110.24,5592.1,1
Male,0,No,No,65,Yes,DSL,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,62.97,4116.47,0
Female,0,Yes,No,54,No,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Credit card,91.82,4963.54,1
Male,0,No,Yes,61,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,101.04,6200.54,0
Male,0,Yes,No,8,Yes,DSL,No,No,No,Month-to-month,Yes,Mailed check,69.52,530.1,1
Female,0,Yes,Yes,3,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,58.71,148.41,0
Male,1,Yes,Yes,25,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,111.38,2824.52,1
Male,0,Yes,No,69,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Credit card,41.55,2911.41,1
Male,0,No,No,55,Yes,Fiber optic,No,No,No,One year,Yes,Electronic check,44.21,2491.14,0
Female,0,No,No,40,Yes,Fiber optic,Yes,No,Yes,Two year,No,Credit card,54.89,2124.34,0
Female,0,No,No,50,Yes,DSL,No,No,No,Month-to-month,No,Mailed check,105.67,5277.18,0
Female,0,No,Yes,33,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Electronic check,113.76,3770.56,1
Male,0,No,Yes,18,Yes,Fiber optic,No,No,No,Two year,No,Credit card,40.45,764.12,0
Male,1,Yes,No,57,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Credit card,106.11,6074.6,1
Female,0,Yes,No,16,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Bank transfer,44.34,666.89,0
Male,1,No,No,38,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Credit card,117.01,4472.12,0
Male,1,Yes,No,41,Yes,No,No,No,No,Two year,No,Electronic check,78.94,3252.6,1
Female,0,No,No,7,Yes,DSL,Yes,Yes,Yes,Two year,No,Electronic check,18.72,146.97,0
Female,1,Yes,No,53,Yes,Fiber optic,Yes,No,No,Two year,No,Credit card,21.48,1083.62,0
Male,0,Yes,Yes,63,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,33.04,2034.8,1
Male,0,Yes,No,32,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Mailed check,37.13,1278.77,0
Male,0,Yes,No,38,Yes,Fiber optic,No,No,No,Month-to-month,No,Mailed check,96.3,3708.71,0
Female,1,Yes,Yes,22,Yes,DSL,No,No,No,Two year,Yes,Electronic check,40.72,892.69,0
Female,1,No,No,16,Yes,Fiber optic,Yes,Yes,No,Two year,No,Credit card,116.85,1867.31,0
Female,0,Yes,No,52,No,DSL,No,Yes,No,Month-to-month,Yes,Mailed check,82.88,4420.9,0
Female,0,No,No,29,Yes,No,No,No,No,One year,No,Credit card,88.64,2572.83,0
Male,0,Yes,Yes,16,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Electronic check,40.22,637.68,1
Female,0,Yes,No,17,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,109.06,1814.35,0
Female,0,Yes,Yes,64,Yes,Fiber optic,Yes,No,No,One year,No,Mailed check,86.12,5500.0,0
Female,0,No,No,13,No,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Electronic check,106.17,1296.07,1
Female,0,Yes,Yes,56,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Mailed check,115.56,6497.4,0
Female,0,No,Yes,5,Yes,No,No,No,No,Month-to-month,Yes,Credit card,30.82,217.06,0
Male,1,Yes,No,12,Yes,No,No,No,No,Two year,No,Bank transfer,27.85,397.72,0
Male,0,No,No,41,Yes,DSL,No,No,No,Two year,No,Bank transfer,99.95,4062.83,0
Female,0,Yes,Yes,3,Yes,DSL,No,No,Yes,Two year,No,Electronic check,106.34,204.29,0
Male,0,No,Yes,33,Yes,DSL,No,Yes,No,One year,Yes,Mailed check,77.54,2575.78,0
Female,1,No,No,50,Yes,DSL,No,No,Yes,Month-to-month,Yes,Bank transfer,55.33,2832.44,0
Female,1,No,No,56,Yes,Fiber optic,No,No,No,Month-to-month,No,Mailed check,84.57,4655.71,0
Male,0,Yes,No,9,Yes,No,No,No,Yes,Two year,Yes,Credit card,49.18,423.94,0
Male,0,Yes,Yes,50,Yes,Fiber optic,No,No,No,One year,Yes,Credit card,42.32,2133.87,0
Female,0,Yes,No,29,Yes,Fiber optic,Yes,No,No,One year,No,Electronic check,67.79,1923.86,0
Female,0,No,Yes,39,Yes,Fiber optic,No,Yes,No,One year,Yes,Bank transfer,40.05,1475.54,0
Female,0,No,Yes,45,Yes,Fiber optic,No,Yes,No,Two year,Yes,Bank transfer,67.34,2993.11,0
Male,0,No,No,17,Yes,DSL,No,No,No,Month-to-month,Yes,Mailed check,115.57,1936.24,0
Female,0,Yes,No,56,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Credit card,103.66,5710.65,0
Female,0,Yes,No,46,Yes,No,Yes,No,No,One year,No,Bank transfer,114.05,5299.88,0
Female,0,Yes,No,67,Yes,Fiber optic,No,Yes,No,Two year,Yes,Electronic check,100.25,6794.45,0
Male,0,No,No,69,Yes,DSL,Yes,No,No,One year,No,Electronic check,54.18,3739.9,0
Female,0,No,No,14,No,DSL,Yes,No,No,Month-to-month,Yes,Bank transfer,100.83,1448.09,1
Female,1,No,No,67,Yes,DSL,No,No,No,Month-to-month,Yes,Electronic check,112.14,7439.42,1
Male,0,Yes,Yes,23,Yes,Fiber optic,No,No,Yes,One year,Yes,Bank transfer,114.6,2628.72,1
Female,1,No,Yes,61,Yes,Fiber optic,No,Yes,No,One year,Yes,Bank transfer,87.69,5320.14,1
Female,0,No,No,23,Yes,DSL,No,No,No,One year,No,Bank transfer,39.56,930.46,0
Male,0,Yes,No,27,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer,22.05,460.45,1
Female,0,No,Yes,54,No,Fiber optic,No,No,No,Two year,Yes,Mailed check,33.01,1767.34,0
Male,0,No,No,10,No,Fiber optic,Yes,No,No,One year,No,Bank transfer,116.49,1196.32,0
Male,0,No,Yes,16,Yes,No,No,Yes,No,Two year,Yes,Electronic check,65.13,1053.99,0
Female,0,No,No,41,No,DSL,No,No,No,Month-to-month,Yes,Credit card,105.21,4352.76,0
Female,0,Yes,Yes,55,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,65.43,3568.73,0
Female,0,Yes,No,61,Yes,DSL,No,Yes,No,Two year,No,Credit card,85.4,5068.23,0
Female,0,No,No,49,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Credit card,20.46,1057.48,0
Male,0,Yes,Yes,52,Yes,No,Yes,No,No,Month-to-month,No,Credit card,43.49,2299.44,1
Female,0,No,No,2,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,62.5,203.44,1
Male,0,No,No,50,Yes,Fiber optic,No,No,No,One year,Yes,Credit card,82.32,4119.71,0
Female,0,No,No,43,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,35.5,1547.31,1
Female,0,No,No,8,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Bank transfer,95.98,884.3,1
Female,1,Yes,No,59,Yes,No,No,No,No,Two year,No,Electronic check,55.17,3162.48,0
Male,0,Yes,Yes,65,Yes,DSL,No,No,No,One year,Yes,Mailed check,101.38,6611.94,0
Female,0,Yes,No,12,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,27.99,396.77,0
Female,1,Yes,Yes,4,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Mailed check,87.34,359.99,1
Female,0,Yes,Yes,41,Yes,Fiber optic,Yes,No,No,Two year,No,Bank transfer,47.92,1968.04,0
Female,0,Yes,Yes,7,Yes,Fiber optic,No,No,No,Month-to-month,No,Credit card,99.13,619.73,0
Male,0,No,No,69,Yes,Fiber optic,No,No,No,One year,No,Bank transfer,59.02,4145.74,0
Female,0,No,No,69,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,85.87,5978.48,0
Male,0,Yes,Yes,30,Yes,Fiber optic,No,Yes,No,Two year,Yes,Electronic check,113.3,3463.13,0
Male,0,Yes,Yes,6,No,No,Yes,No,No,One year,No,Bank transfer,20.1,119.52,0
Male,0,No,No,19,Yes,DSL,No,No,No,One year,Yes,Bank transfer,19.13,347.43,0
Male,0,Yes,Yes,66,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,96.57,6373.28,1
Male,1,Yes,Yes,10,Yes,No,No,Yes,No,Two year,Yes,Bank transfer,83.93,924.27,0
Male,0,Yes,Yes,16,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Mailed check,47.88,753.06,1
Female,0,No,No,37,Yes,Fiber optic,No,No,No,Two year,Yes,Mailed check,68.43,2606.01,1
Male,0,Yes,No,32,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,22.28,705.61,1
Male,0,No,No,47,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,37.63,1725.75,0
Male,0,Yes,No,43,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,61.3,2532.04,0
Female,0,No,No,36,Yes,DSL,Yes,No,No,One year,No,Bank transfer,103.07,3739.23,0
Female,0,Yes,No,26,Yes,No,No,No,No,Month-to-month,Yes,Credit card,66.93,1778.59,0
Male,1,Yes,No,10,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Mailed check,77.81,720.57,0
Female,0,No,No,31,Yes,DSL,No,Yes,No,Month-to-month,Yes,Electronic check,107.12,3394.56,1
Male,0,No,Yes,29,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.5,1366.43,1
Male,0,No,Yes,5,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.47,482.77,1
Female,0,No,No,1,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,105.89,143.76,0
Male,0,No,No,3,Yes,DSL,No,Yes,No,Two year,No,Credit card,38.67,169.67,0
Female,0,No,No,67,Yes,DSL,Yes,No,No,Month-to-month,No,Mailed check,54.36,3543.58,0
Female,0,No,No,71,Yes,Fiber optic,No,No,No,One year,Yes,Credit card,117.94,8427.08,0
Male,0,Yes,No,35,Yes,DSL,No,Yes,No,Month-to-month,Yes,Mailed check,118.29,4132.91,0
Male,0,Yes,Yes,15,Yes,Fiber optic,No,No,No,One year,No,Electronic check,40.77,594.53,0
Female,0,Yes,No,67,Yes,DSL,Yes,No,No,Month-to-month,Yes,Mailed check,24.78,1701.51,0
Male,0,No,No,30,Yes,Fiber optic,Yes,No,No,Two year,Yes,Electronic check,45.63,1416.93,0
Male,0,Yes,No,43,Yes,DSL,No,No,No,Two year,No,Credit card,58.57,2419.08,0
Male,0,Yes,No,60,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Mailed check,62.98,3714.31,1
Female,0,No,No,40,Yes,No,No,Yes,No,One year,No,Bank transfer,81.12,3304.76,0
Female,0,No,Yes,65,Yes,DSL,No,No,No,Month-to-month,No,Mailed check,109.75,7157.5,0
Male,0,No,No,29,Yes,Fiber optic,No,No,Yes,One year,Yes,Electronic check,51.7,1508.39,1
Female,0,Yes,Yes,19,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,104.7,1940.02,0
Female,0,No,No,3,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,27.53,104.53,0
Female,1,Yes,No,36,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,22.27,862.67,0
Female,0,Yes,No,43,Yes,DSL,Yes,No,No,One year,No,Bank transfer,69.41,3100.53,0
Female,1,Yes,No,15,Yes,DSL,Yes,No,Yes,Month-to-month,No,Mailed check,24.09,343.64,0
Male,0,Yes,No,41,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,58.03,2423.08,0
Male,0,Yes,No,36,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer,109.47,4033.66,1
Male,0,No,No,33,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Bank transfer,42.63,1334.36,0
Female,0,Yes,No,5,Yes,Fiber optic,Yes,Yes,Yes,One year,Yes,Bank transfer,90.01,540.01,0
Female,1,No,No,14,Yes,Fiber optic,No,Yes,No,Two year,No,Electronic check,48.84,693.79,0
Male,0,No,No,68,Yes,DSL,Yes,No,No,Two year,No,Mailed check,22.58,1539.18,0
Female,0,Yes,Yes,47,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,74.78,3487.57,0
